,Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
447,8:30:00 PM,11,Wednesday,77,7,20,16,120,normal
448,8:30:00 PM,7,Tuesday,54,9,12,10,85,low
449,7:15:00 PM,12,Thursday,103,9,14,29,155,high
450,4:45:00 PM,14,Saturday,111,36,25,6,178,heavy
451,4:30:00 PM,18,Wednesday,118,32,32,10,192,heavy
452,7:45:00 AM,31,Tuesday,146,14,37,2,199,heavy
453,2:00:00 PM,17,Tuesday,82,13,28,5,128,high
454,4:15:00 PM,4,Saturday,100,16,49,7,172,heavy
455,3:45:00 AM,23,Monday,16,1,1,37,55,normal
456,6:30:00 AM,17,Tuesday,150,19,34,4,207,heavy
457,9:30:00 AM,4,Saturday,74,23,35,10,142,high
458,4:30:00 PM,16,Monday,139,11,20,7,177,heavy
459,1:00:00 AM,3,Friday,14,1,1,11,27,low
460,12:00:00 AM,31,Tuesday,18,1,0,30,49,normal
461,6:00:00 AM,18,Wednesday,128,11,46,4,189,heavy
462,12:00:00 AM,15,Sunday,18,5,1,19,43,normal
463,4:45:00 AM,23,Monday,63,25,2,8,98,low
464,1:45:00 AM,4,Saturday,17,5,0,21,43,normal
465,1:30:00 AM,4,Saturday,15,0,0,15,30,normal
466,2:00:00 PM,4,Saturday,73,13,19,9,114,normal
467,2:15:00 PM,1,Wednesday,16,21,10,16,63,normal
468,8:45:00 PM,10,Tuesday,102,6,12,13,133,normal
469,11:15:00 AM,25,Wednesday,38,7,11,20,76,normal
470,12:45:00 AM,17,Tuesday,20,3,1,29,53,normal
471,9:45:00 PM,1,Wednesday,93,8,10,16,127,normal
472,6:00:00 AM,5,Sunday,147,26,44,5,222,heavy
473,1:00:00 PM,13,Friday,136,57,29,4,226,heavy
474,1:45:00 AM,6,Monday,20,0,0,27,47,normal
475,1:45:00 PM,17,Tuesday,42,25,38,18,123,high
476,12:00:00 AM,17,Tuesday,15,2,0,25,42,normal
477,12:45:00 AM,15,Sunday,20,0,1,38,59,normal
478,5:15:00 AM,3,Friday,64,14,1,12,91,low
479,6:30:00 AM,20,Friday,25,9,6,14,54,normal
480,2:30:00 PM,22,Saturday,62,28,18,20,128,normal
481,9:45:00 PM,25,Wednesday,98,13,13,33,157,high
482,12:00:00 AM,11,Wednesday,12,2,1,17,32,normal
483,10:45:00 AM,23,Monday,82,2,40,17,141,high
484,11:45:00 PM,6,Monday,17,1,1,38,57,normal
485,9:30:00 AM,31,Tuesday,62,2,7,22,93,normal
486,8:00:00 PM,4,Saturday,89,25,20,24,158,high
487,1:15:00 AM,24,Tuesday,19,5,1,35,60,normal
488,6:30:00 AM,25,Wednesday,121,27,50,4,202,heavy
489,8:00:00 AM,9,Thursday,101,10,48,5,164,high
490,9:15:00 AM,25,Wednesday,92,10,39,19,160,high
491,2:45:00 PM,10,Tuesday,29,26,5,6,66,low
492,1:30:00 AM,30,Monday,18,4,0,31,53,normal
493,7:45:00 AM,23,Monday,108,40,45,1,194,heavy
494,8:15:00 AM,3,Friday,30,12,1,14,57,normal
495,5:15:00 AM,8,Wednesday,85,9,4,11,109,low
496,7:30:00 PM,6,Monday,99,19,18,24,160,high
497,5:30:00 PM,22,Saturday,133,21,26,5,185,heavy
498,10:30:00 PM,25,Wednesday,18,2,1,34,55,normal
499,1:30:00 PM,27,Friday,144,62,12,3,221,heavy
500,10:45:00 PM,28,Saturday,14,1,1,30,46,normal
501,12:15:00 AM,7,Tuesday,18,4,1,19,42,normal
502,11:00:00 AM,4,Saturday,26,8,8,24,66,normal
503,4:45:00 AM,4,Saturday,109,16,6,12,143,normal
504,10:45:00 AM,27,Friday,156,54,25,3,238,heavy
505,2:00:00 AM,15,Sunday,19,2,1,30,52,normal
506,7:45:00 AM,8,Wednesday,115,34,37,5,191,heavy
507,3:45:00 PM,15,Sunday,49,16,9,12,86,low
508,7:30:00 AM,15,Sunday,122,13,47,3,185,heavy
509,8:00:00 AM,16,Monday,130,40,31,2,203,heavy
510,4:00:00 AM,16,Monday,20,0,1,30,51,normal
511,8:30:00 AM,7,Tuesday,111,17,32,1,161,high
512,9:00:00 AM,25,Wednesday,136,26,20,4,186,heavy
513,8:45:00 PM,21,Sunday,55,9,12,19,95,normal
514,1:00:00 AM,16,Monday,20,2,1,33,56,normal
515,5:45:00 PM,18,Wednesday,107,15,48,5,175,heavy
516,1:30:00 AM,19,Thursday,17,5,0,18,40,normal
517,3:30:00 AM,23,Monday,14,4,1,32,51,normal
518,12:00:00 AM,9,Thursday,14,3,0,28,45,normal
519,8:45:00 AM,22,Saturday,136,36,40,4,216,heavy
520,10:15:00 PM,12,Thursday,20,5,1,36,62,normal
521,6:30:00 AM,28,Saturday,127,24,27,0,178,heavy
522,7:00:00 PM,5,Sunday,102,15,11,29,157,high
523,11:30:00 AM,8,Wednesday,26,7,15,27,75,normal
524,1:45:00 PM,10,Tuesday,59,19,35,16,129,high
525,11:15:00 AM,13,Friday,133,56,25,2,216,heavy
526,1:15:00 PM,5,Sunday,47,24,24,9,104,normal
527,12:00:00 AM,21,Sunday,19,5,1,30,55,normal
528,12:15:00 AM,14,Saturday,14,4,0,34,52,normal
529,11:00:00 PM,7,Tuesday,15,4,1,39,59,normal
530,4:00:00 AM,26,Thursday,14,5,0,39,58,normal
531,7:45:00 AM,2,Thursday,134,12,22,2,170,heavy
532,5:00:00 PM,9,Thursday,113,23,43,6,185,heavy
533,3:45:00 PM,21,Sunday,53,17,26,8,104,normal
534,8:45:00 AM,8,Wednesday,122,29,31,5,187,heavy
535,1:45:00 PM,27,Friday,161,51,20,1,233,heavy
536,2:30:00 PM,29,Sunday,29,18,10,9,66,low
537,7:15:00 AM,20,Friday,27,6,5,15,53,normal
538,9:30:00 PM,3,Friday,22,5,3,13,43,normal
539,12:45:00 AM,31,Tuesday,17,0,1,14,32,normal
540,10:30:00 PM,11,Wednesday,18,2,1,25,46,normal
541,10:15:00 AM,14,Saturday,26,12,14,13,65,normal
542,9:45:00 AM,20,Friday,134,59,11,3,207,heavy
543,5:30:00 PM,1,Wednesday,138,18,27,6,189,heavy
544,8:45:00 AM,20,Friday,66,8,0,12,86,low
545,5:00:00 PM,4,Saturday,117,36,41,10,204,heavy
546,10:15:00 AM,24,Tuesday,64,25,17,20,126,normal
547,1:30:00 AM,5,Sunday,11,4,1,26,42,normal
548,6:15:00 AM,3,Friday,60,11,4,10,85,low
549,9:15:00 AM,2,Thursday,40,20,37,28,125,high
550,10:45:00 AM,12,Thursday,28,7,22,18,75,normal
551,12:15:00 PM,25,Wednesday,58,7,6,27,98,normal
552,7:00:00 PM,17,Tuesday,96,11,15,14,136,normal
553,8:00:00 AM,6,Monday,108,27,44,5,184,heavy
554,8:45:00 PM,6,Monday,85,6,18,17,126,normal
555,8:15:00 PM,31,Tuesday,80,14,20,15,129,normal
556,9:15:00 AM,29,Sunday,39,8,23,13,83,normal
557,3:45:00 AM,14,Saturday,18,5,0,35,58,normal
558,1:00:00 AM,17,Tuesday,17,2,0,24,43,normal
559,7:15:00 PM,5,Sunday,96,22,20,12,150,normal
560,10:45:00 AM,7,Tuesday,72,22,21,27,142,high
561,1:00:00 AM,15,Sunday,20,1,1,24,46,normal
562,6:15:00 AM,7,Tuesday,130,27,39,5,201,heavy
563,8:30:00 PM,8,Wednesday,86,15,15,23,139,high
564,11:30:00 AM,17,Tuesday,65,7,7,22,101,normal
565,7:45:00 AM,24,Tuesday,101,14,24,0,139,normal
566,10:00:00 AM,31,Tuesday,35,22,22,18,97,normal
567,2:45:00 AM,25,Wednesday,12,2,1,35,50,normal
568,10:30:00 PM,30,Monday,15,5,1,14,35,normal
569,5:15:00 PM,8,Wednesday,126,24,31,7,188,heavy
570,11:30:00 AM,16,Monday,50,7,8,21,86,normal
571,12:30:00 PM,8,Wednesday,44,7,9,20,80,normal
572,10:00:00 PM,23,Monday,18,3,0,11,32,low
573,6:45:00 PM,12,Thursday,110,24,10,29,173,heavy
574,4:00:00 AM,6,Monday,18,3,0,22,43,normal
575,2:00:00 AM,10,Tuesday,51,0,9,7,67,low
576,9:00:00 PM,10,Tuesday,91,14,15,6,126,normal
577,4:00:00 PM,25,Wednesday,144,15,42,8,209,heavy
578,9:45:00 AM,13,Friday,171,59,27,3,260,heavy
579,10:45:00 AM,28,Saturday,25,12,13,5,55,low
580,6:30:00 AM,2,Thursday,123,37,34,4,198,heavy
581,6:45:00 AM,19,Thursday,143,22,37,4,206,heavy
582,12:15:00 PM,22,Saturday,65,7,14,25,111,normal
583,4:15:00 AM,22,Saturday,86,28,2,18,134,normal
584,11:00:00 AM,18,Wednesday,43,7,7,29,86,normal
585,12:45:00 AM,13,Friday,10,3,0,12,25,low
586,7:45:00 PM,12,Thursday,51,17,16,8,92,normal
587,4:45:00 PM,2,Thursday,126,15,26,6,173,heavy
588,2:45:00 AM,22,Saturday,20,0,1,33,54,normal
589,5:15:00 PM,31,Tuesday,118,19,48,5,190,heavy
590,5:30:00 AM,2,Thursday,85,27,7,17,136,normal
591,4:15:00 PM,1,Wednesday,115,36,41,8,200,heavy
592,2:15:00 AM,20,Friday,10,2,1,20,33,normal
593,1:00:00 PM,15,Sunday,35,10,5,30,80,normal
594,5:00:00 AM,20,Friday,70,6,7,14,97,normal
595,12:45:00 PM,19,Thursday,46,8,3,22,79,normal
596,12:30:00 AM,21,Sunday,16,3,0,14,33,normal
597,8:00:00 AM,11,Wednesday,125,31,48,4,208,heavy
598,2:00:00 AM,25,Wednesday,15,1,1,15,32,normal
599,1:15:00 PM,22,Saturday,9,27,32,17,85,normal
600,6:15:00 PM,22,Saturday,126,27,44,8,205,heavy
601,11:30:00 AM,31,Tuesday,51,10,14,24,99,normal
602,3:15:00 PM,10,Tuesday,68,28,9,15,120,normal
603,7:00:00 PM,27,Friday,81,22,18,2,123,normal
604,2:30:00 AM,5,Sunday,19,5,1,29,54,normal
605,11:00:00 AM,20,Friday,171,46,15,3,235,heavy
606,5:00:00 AM,13,Friday,58,13,4,15,90,normal
607,8:30:00 PM,24,Tuesday,63,22,12,29,126,high
608,3:45:00 PM,6,Monday,59,29,15,16,119,normal
609,8:15:00 AM,13,Friday,80,16,4,15,115,normal
610,3:45:00 AM,4,Saturday,15,0,0,36,51,normal
611,9:45:00 AM,21,Sunday,98,21,10,5,134,normal
612,6:30:00 AM,9,Thursday,112,26,30,4,172,heavy
613,9:45:00 PM,11,Wednesday,86,13,11,35,145,high
614,7:30:00 PM,4,Saturday,110,10,10,20,150,normal
615,5:00:00 AM,26,Thursday,55,15,1,10,81,low
616,4:15:00 AM,29,Sunday,114,30,9,7,160,normal
617,11:30:00 PM,4,Saturday,17,0,0,31,48,normal
618,7:45:00 AM,19,Thursday,119,40,41,2,202,heavy
619,9:15:00 PM,2,Thursday,102,14,15,34,165,high
620,6:45:00 PM,30,Monday,90,20,11,25,146,high
621,10:45:00 AM,19,Thursday,50,17,38,24,129,high
622,8:00:00 AM,10,Tuesday,122,28,33,1,184,heavy
623,4:30:00 AM,25,Wednesday,89,20,4,17,130,normal
624,7:30:00 AM,3,Friday,72,20,5,15,112,normal
625,10:00:00 PM,5,Sunday,15,1,1,25,42,normal
626,1:00:00 AM,6,Monday,11,1,1,40,53,normal
627,8:30:00 AM,3,Friday,72,8,6,12,98,low
628,5:15:00 PM,1,Wednesday,126,24,48,9,207,heavy
629,8:30:00 PM,22,Saturday,103,14,20,14,151,normal
630,11:45:00 PM,30,Monday,19,0,0,29,48,normal
631,5:45:00 PM,11,Wednesday,121,35,26,8,190,heavy
632,1:00:00 AM,18,Wednesday,15,5,0,21,41,normal
633,4:45:00 AM,30,Monday,74,29,9,4,116,normal
634,8:30:00 AM,22,Saturday,121,14,23,1,159,normal
635,12:45:00 PM,9,Thursday,35,5,15,25,80,normal
636,6:00:00 PM,18,Wednesday,139,25,43,7,214,heavy
637,1:30:00 PM,31,Tuesday,108,17,16,16,157,normal
638,1:30:00 AM,29,Sunday,12,0,0,32,44,normal
639,6:00:00 AM,4,Saturday,102,21,42,3,168,heavy
640,11:15:00 PM,8,Wednesday,18,5,1,15,39,normal
641,8:30:00 PM,20,Friday,30,2,3,1,36,low
642,8:30:00 AM,5,Sunday,143,12,23,3,181,heavy
643,1:00:00 PM,27,Friday,132,58,15,4,209,heavy
644,11:15:00 AM,6,Monday,24,8,3,20,55,normal
645,1:00:00 AM,8,Wednesday,12,2,1,17,32,normal
646,3:15:00 AM,20,Friday,12,2,0,40,54,normal
647,5:15:00 PM,26,Thursday,136,29,29,10,204,heavy
648,7:45:00 PM,6,Monday,54,17,14,8,93,low
649,1:00:00 AM,21,Sunday,20,0,1,17,38,normal
650,9:00:00 AM,29,Sunday,117,14,39,0,170,heavy
651,7:45:00 PM,17,Tuesday,66,6,12,33,117,high
652,1:00:00 PM,20,Friday,132,68,22,4,226,heavy
653,6:15:00 AM,12,Thursday,114,32,34,2,182,heavy
654,11:00:00 AM,24,Tuesday,59,9,9,21,98,normal
655,7:45:00 AM,11,Wednesday,125,29,29,3,186,heavy
656,3:15:00 AM,23,Monday,16,1,1,15,33,normal
657,1:15:00 AM,4,Saturday,14,2,1,22,39,normal
658,5:45:00 PM,7,Tuesday,105,13,48,10,176,heavy
659,12:00:00 AM,12,Thursday,18,1,1,39,59,normal
660,4:00:00 AM,3,Friday,20,0,0,12,32,low
661,4:45:00 PM,10,Tuesday,124,11,30,7,172,heavy
662,3:30:00 PM,23,Monday,45,17,7,6,75,low
663,12:00:00 AM,22,Saturday,10,3,0,33,46,normal
664,5:00:00 PM,20,Friday,55,28,5,0,88,low
665,6:15:00 PM,9,Thursday,130,24,48,9,211,heavy
666,4:30:00 AM,11,Wednesday,109,25,3,8,145,normal
667,1:15:00 PM,15,Sunday,112,15,40,10,177,heavy
668,9:15:00 PM,19,Thursday,110,6,14,23,153,high
669,1:00:00 AM,12,Thursday,18,0,0,13,31,normal
670,4:15:00 AM,18,Wednesday,119,12,6,4,141,normal
671,1:30:00 PM,24,Tuesday,108,21,37,14,180,heavy
672,8:15:00 AM,6,Monday,109,19,49,3,180,heavy
673,3:30:00 AM,14,Saturday,13,5,0,31,49,normal
674,9:45:00 AM,16,Monday,31,7,34,24,96,normal
675,3:30:00 AM,26,Thursday,19,1,0,20,40,normal
676,2:00:00 PM,9,Thursday,70,28,12,12,122,normal
677,8:30:00 PM,21,Sunday,84,25,20,30,159,high
678,2:30:00 AM,7,Tuesday,13,1,0,19,33,normal
679,5:30:00 PM,23,Monday,123,10,30,7,170,heavy
680,11:15:00 AM,4,Saturday,47,5,7,28,87,normal
681,10:15:00 PM,15,Sunday,17,2,1,30,50,normal
682,2:45:00 AM,24,Tuesday,14,4,1,21,40,normal
683,8:30:00 PM,3,Friday,40,6,1,3,50,low
684,6:15:00 AM,2,Thursday,133,40,37,0,210,heavy
685,5:45:00 PM,6,Monday,109,37,44,9,199,heavy
686,2:30:00 AM,31,Tuesday,19,4,0,16,39,normal
687,8:00:00 AM,8,Wednesday,135,35,38,3,211,heavy
688,5:00:00 AM,27,Friday,80,18,6,11,115,normal
689,9:00:00 PM,15,Sunday,96,9,18,25,148,high
690,3:00:00 PM,25,Wednesday,92,18,31,6,147,high
691,2:15:00 AM,14,Saturday,15,5,0,15,35,normal
692,10:00:00 PM,24,Tuesday,16,1,1,26,44,normal
693,9:15:00 PM,3,Friday,33,4,4,5,46,low
694,6:00:00 PM,12,Thursday,112,11,50,5,178,heavy
695,6:15:00 PM,23,Monday,139,15,43,9,206,heavy
696,9:45:00 AM,12,Thursday,16,22,12,20,70,normal
697,2:45:00 AM,12,Thursday,18,0,0,27,45,normal
698,5:00:00 PM,13,Friday,66,26,4,1,97,low
699,7:30:00 AM,14,Saturday,109,29,23,5,166,normal
700,1:30:00 PM,30,Monday,63,12,22,5,102,normal
701,5:30:00 AM,10,Tuesday,56,12,2,14,84,normal
702,7:30:00 PM,17,Tuesday,76,22,10,9,117,normal
703,7:30:00 AM,13,Friday,30,9,3,10,52,low
704,7:15:00 AM,24,Tuesday,139,40,48,2,229,heavy
705,7:45:00 AM,1,Wednesday,108,30,46,5,189,heavy
706,8:45:00 PM,27,Friday,45,6,6,10,67,low
707,8:30:00 AM,8,Wednesday,124,11,27,2,164,high
708,3:30:00 AM,20,Friday,16,0,1,37,54,normal
709,10:30:00 PM,19,Thursday,12,4,1,18,35,normal
710,7:00:00 AM,19,Thursday,113,38,50,3,204,heavy
711,6:00:00 PM,17,Tuesday,118,40,29,10,197,heavy
712,8:00:00 AM,3,Friday,54,10,4,14,82,normal
713,2:15:00 AM,22,Saturday,11,3,1,39,54,normal
714,11:15:00 PM,9,Thursday,15,4,1,25,45,normal
715,3:00:00 AM,30,Monday,10,5,0,33,48,normal
716,12:15:00 PM,16,Monday,56,6,6,29,97,normal
717,3:45:00 PM,11,Wednesday,68,26,25,20,139,normal
718,6:00:00 AM,17,Tuesday,106,13,39,1,159,high
719,7:30:00 AM,1,Wednesday,123,19,25,5,172,heavy
720,6:00:00 PM,6,Monday,145,27,35,7,214,heavy
721,8:00:00 PM,1,Wednesday,90,7,17,31,145,high
722,10:15:00 PM,21,Sunday,15,5,0,14,34,normal
723,2:30:00 PM,31,Tuesday,102,11,9,11,133,normal
724,7:30:00 PM,31,Tuesday,95,9,19,7,130,normal
725,2:15:00 AM,30,Monday,13,0,0,26,39,normal
726,4:00:00 AM,7,Tuesday,19,2,0,32,53,normal
727,4:15:00 PM,27,Friday,61,26,8,0,95,low
728,1:30:00 AM,31,Tuesday,10,2,0,18,30,normal
729,1:00:00 PM,3,Friday,147,52,26,0,225,heavy
730,11:00:00 PM,28,Saturday,17,0,1,12,30,low
731,2:30:00 AM,26,Thursday,12,3,0,29,44,normal
732,3:30:00 AM,3,Friday,18,4,0,30,52,normal
733,11:45:00 PM,4,Saturday,18,1,0,16,35,normal
734,9:00:00 AM,22,Saturday,114,21,23,1,159,normal
735,2:45:00 AM,14,Saturday,14,3,1,18,36,normal
736,7:15:00 AM,21,Sunday,139,38,49,2,228,heavy
737,4:30:00 AM,31,Tuesday,65,10,3,8,86,low
738,2:30:00 AM,9,Thursday,12,3,0,17,32,normal
739,5:15:00 AM,5,Sunday,99,6,6,7,118,normal
740,4:00:00 AM,18,Wednesday,18,5,1,30,54,normal
741,11:30:00 AM,9,Thursday,21,7,9,20,57,normal
742,4:00:00 PM,6,Monday,139,25,41,5,210,heavy
743,10:30:00 AM,23,Monday,69,15,24,20,128,normal
744,2:45:00 AM,30,Monday,15,4,0,12,31,low
745,3:15:00 AM,8,Wednesday,16,1,0,11,28,low
746,7:15:00 PM,30,Monday,60,21,13,6,100,low
747,3:00:00 PM,20,Friday,140,70,23,4,237,heavy
748,6:15:00 PM,24,Tuesday,102,27,32,5,166,high
749,5:30:00 AM,26,Thursday,52,13,5,15,85,normal
750,3:30:00 PM,11,Wednesday,109,30,22,20,181,heavy
751,9:00:00 AM,24,Tuesday,116,24,32,5,177,heavy
752,10:15:00 AM,5,Sunday,92,3,33,21,149,high
753,5:30:00 PM,27,Friday,63,28,22,0,113,normal
754,9:45:00 PM,30,Monday,63,15,11,23,112,high
755,12:45:00 AM,24,Tuesday,15,0,0,28,43,normal
756,11:30:00 PM,22,Saturday,20,3,0,25,48,normal
757,7:30:00 PM,11,Wednesday,108,15,10,6,139,normal
758,12:00:00 PM,4,Saturday,36,5,14,22,77,normal
759,5:00:00 AM,15,Sunday,75,1,8,10,94,low
760,9:15:00 PM,6,Monday,96,21,11,24,152,high
761,2:00:00 PM,26,Thursday,60,18,21,10,109,normal
762,3:15:00 AM,28,Saturday,19,0,0,17,36,normal
763,12:45:00 PM,10,Tuesday,24,9,14,23,70,normal
764,9:30:00 PM,16,Monday,54,20,10,9,93,low
765,6:30:00 PM,19,Thursday,132,30,41,6,209,heavy
766,11:00:00 PM,5,Sunday,14,0,0,28,42,normal
767,1:45:00 PM,9,Thursday,62,23,38,19,142,high
768,9:45:00 AM,8,Wednesday,32,10,33,8,83,normal
769,9:30:00 PM,8,Wednesday,89,25,13,23,150,high
770,10:45:00 AM,2,Thursday,17,13,13,27,70,normal
771,6:00:00 PM,4,Saturday,134,35,26,7,202,heavy
772,2:15:00 AM,15,Sunday,18,1,0,16,35,normal
773,8:00:00 AM,4,Saturday,148,37,46,2,233,heavy
774,12:00:00 PM,5,Sunday,38,6,6,24,74,normal
775,3:30:00 AM,21,Sunday,14,1,1,12,28,low
776,11:15:00 PM,1,Wednesday,20,1,1,24,46,normal
777,7:30:00 PM,27,Friday,21,5,6,15,47,normal
778,1:45:00 PM,7,Tuesday,98,29,34,12,173,heavy
779,5:00:00 AM,23,Monday,72,7,1,4,84,low
780,5:00:00 PM,19,Thursday,118,32,48,6,204,heavy
781,10:15:00 AM,19,Thursday,74,21,29,26,150,high
782,7:30:00 PM,22,Saturday,72,6,19,8,105,normal
783,10:15:00 AM,27,Friday,134,45,22,3,204,heavy
784,5:30:00 PM,30,Monday,135,18,20,5,178,heavy
785,1:15:00 PM,7,Tuesday,99,21,21,6,147,normal
786,6:15:00 AM,22,Saturday,148,35,46,1,230,heavy
787,4:30:00 AM,10,Tuesday,65,24,7,16,112,normal
788,4:00:00 AM,1,Wednesday,16,4,0,18,38,normal
789,2:00:00 PM,15,Sunday,63,22,18,15,118,normal
790,9:15:00 AM,23,Monday,73,9,35,12,129,high
791,7:00:00 PM,11,Wednesday,107,15,10,15,147,normal
792,10:15:00 PM,24,Tuesday,12,1,0,12,25,low
793,12:00:00 PM,7,Tuesday,20,6,6,23,55,normal
794,10:45:00 AM,25,Wednesday,11,25,30,22,88,normal
795,11:00:00 AM,17,Tuesday,41,5,4,24,74,normal
796,5:45:00 PM,21,Sunday,122,40,48,10,220,heavy
797,10:15:00 AM,2,Thursday,48,9,30,14,101,normal
798,1:45:00 AM,31,Tuesday,13,3,0,31,47,normal
799,4:00:00 PM,9,Thursday,146,25,33,8,212,heavy
800,8:15:00 PM,10,Tuesday,62,12,14,19,107,normal
801,4:15:00 AM,11,Wednesday,104,6,5,1,116,normal
802,12:30:00 AM,15,Sunday,13,0,1,12,26,low
803,6:00:00 AM,9,Thursday,141,30,31,1,203,heavy
804,11:45:00 AM,11,Wednesday,51,7,14,20,92,normal
805,4:15:00 AM,30,Monday,82,20,10,11,123,normal
806,9:15:00 PM,5,Sunday,78,16,13,27,134,high
807,8:15:00 PM,24,Tuesday,87,17,18,7,129,normal
808,1:30:00 PM,14,Saturday,120,28,22,20,190,heavy
809,4:15:00 AM,2,Thursday,54,15,10,8,87,low
810,12:45:00 PM,1,Wednesday,34,6,12,27,79,normal
811,11:45:00 AM,21,Sunday,61,7,15,28,111,normal
812,7:45:00 PM,19,Thursday,66,11,18,34,129,high
813,12:00:00 AM,1,Wednesday,14,0,0,34,48,normal
814,7:00:00 AM,27,Friday,38,7,1,13,59,normal
815,10:00:00 PM,25,Wednesday,13,5,0,18,36,normal
816,6:45:00 AM,3,Friday,75,20,6,15,116,normal
817,2:30:00 AM,19,Thursday,14,3,1,26,44,normal
818,9:00:00 PM,17,Tuesday,77,15,12,29,133,high
819,4:30:00 AM,14,Saturday,76,10,7,9,102,low
820,5:15:00 AM,4,Saturday,90,24,8,20,142,normal
821,1:45:00 PM,8,Wednesday,109,21,10,12,152,normal
822,10:30:00 AM,3,Friday,141,51,27,3,222,heavy
823,8:45:00 PM,3,Friday,45,2,7,7,61,low
824,6:45:00 AM,6,Monday,122,30,37,2,191,heavy
825,7:00:00 AM,14,Saturday,110,39,38,5,192,heavy
826,8:00:00 AM,18,Wednesday,140,40,36,1,217,heavy
827,7:15:00 PM,9,Thursday,108,24,19,10,161,normal
828,11:30:00 PM,14,Saturday,14,5,1,12,32,low
829,4:30:00 AM,9,Thursday,71,22,5,2,100,low
830,10:15:00 PM,8,Wednesday,14,5,1,20,40,normal
831,6:00:00 AM,19,Thursday,107,26,31,2,166,high
832,12:00:00 PM,28,Saturday,41,7,5,26,79,normal
833,11:15:00 PM,5,Sunday,13,2,0,22,37,normal
834,7:15:00 PM,16,Monday,104,12,10,10,136,normal
835,5:45:00 AM,3,Friday,53,8,4,15,80,normal
836,7:45:00 AM,6,Monday,131,26,40,1,198,heavy
837,4:45:00 AM,19,Thursday,92,26,8,7,133,normal
838,8:30:00 AM,6,Monday,125,15,28,3,171,heavy
839,11:15:00 PM,23,Monday,12,3,1,13,29,normal
840,12:15:00 PM,19,Thursday,47,8,3,25,83,normal
841,5:00:00 PM,21,Sunday,149,22,37,8,216,heavy
842,3:30:00 AM,27,Friday,15,4,1,17,37,normal
843,3:45:00 PM,28,Saturday,68,19,15,11,113,normal
844,3:45:00 AM,6,Monday,16,4,0,24,44,normal
845,9:00:00 PM,13,Friday,43,9,1,11,64,low
846,7:00:00 PM,3,Friday,71,26,19,1,117,normal
847,11:45:00 AM,10,Tuesday,47,9,6,29,91,normal
848,8:00:00 PM,11,Wednesday,101,6,15,13,135,normal
849,7:30:00 PM,18,Wednesday,84,10,16,20,130,normal
850,8:45:00 AM,7,Tuesday,144,26,50,3,223,normal
851,9:45:00 AM,27,Friday,149,41,23,3,216,heavy
852,12:15:00 PM,11,Wednesday,51,10,6,22,89,normal
853,8:45:00 AM,5,Sunday,143,40,30,0,213,heavy
854,11:45:00 PM,12,Thursday,16,3,0,33,52,normal
855,4:30:00 PM,5,Sunday,119,37,22,8,186,heavy
856,4:15:00 AM,19,Thursday,115,16,10,13,154,normal
857,2:00:00 PM,28,Saturday,46,20,18,5,89,normal
858,6:15:00 AM,20,Friday,35,11,5,11,62,low
859,11:30:00 AM,29,Sunday,23,6,15,20,64,normal
860,7:45:00 PM,9,Thursday,102,22,17,10,151,normal
861,8:45:00 PM,25,Wednesday,69,11,12,8,100,low
862,4:30:00 AM,6,Monday,114,5,9,7,135,normal
863,11:15:00 AM,31,Tuesday,55,5,5,21,86,normal
864,12:00:00 PM,21,Sunday,56,5,4,29,94,normal
865,4:30:00 PM,17,Tuesday,123,28,24,10,185,heavy
866,5:30:00 AM,24,Tuesday,102,24,3,16,145,normal
867,8:45:00 PM,8,Wednesday,91,18,19,26,154,high
868,2:30:00 PM,17,Tuesday,39,25,33,9,106,normal
869,6:45:00 PM,31,Tuesday,78,6,11,28,123,high
870,4:30:00 AM,26,Thursday,92,4,6,18,120,normal
871,12:15:00 PM,17,Tuesday,38,5,8,28,79,normal
872,7:15:00 PM,14,Saturday,100,22,14,8,144,normal
873,10:00:00 PM,11,Wednesday,18,4,0,16,38,normal
874,12:30:00 PM,11,Wednesday,51,8,11,22,92,normal
875,6:15:00 PM,29,Sunday,127,40,39,8,214,heavy
876,7:00:00 PM,31,Tuesday,102,23,16,24,165,high
877,5:45:00 PM,14,Saturday,140,22,27,5,194,heavy
878,12:45:00 AM,18,Wednesday,12,4,1,27,44,normal
879,1:00:00 PM,8,Wednesday,27,6,14,30,77,normal
880,5:30:00 AM,22,Saturday,88,5,8,13,114,normal
881,9:45:00 AM,26,Thursday,85,3,14,16,118,normal
882,4:15:00 PM,21,Sunday,142,24,39,9,214,heavy
883,5:45:00 PM,10,Tuesday,145,18,40,9,212,heavy
884,7:45:00 PM,25,Wednesday,50,7,13,30,100,normal
885,5:00:00 PM,3,Friday,79,26,21,2,128,normal
886,8:15:00 AM,2,Thursday,136,22,31,0,189,heavy
887,12:30:00 PM,27,Friday,143,68,16,0,227,heavy
888,4:30:00 PM,15,Sunday,131,14,43,7,195,heavy
889,3:00:00 PM,11,Wednesday,39,24,13,11,87,low
890,12:00:00 PM,9,Thursday,29,9,12,21,71,normal
891,5:45:00 AM,7,Tuesday,120,10,3,16,149,normal
892,7:45:00 PM,31,Tuesday,105,13,12,20,150,normal
893,10:00:00 PM,26,Thursday,17,5,1,16,39,normal
894,5:30:00 PM,31,Tuesday,119,27,28,8,182,heavy
